Article,Searches,Social_References
E53149,234,70
F53150,128,38
G53151,235,24
H53152,25,3
I53153,168,50
J53154,234,70
K53155,268,80
L53156,181,36
M53157,118,24
N53158,88,9
O53159,289,87
P53160,125,38
Q53161,55,17
R53162,113,34
S53163,266,80
T53164,216,22
U53165,83,8
V53166,208,62
W53167,27,8
X53168,130,26
Y53169,69,21
Z53170,155,31
A53171,228,46
B53172,84,25
C53173,182,18
D53174,22,4
E53175,248,50
F53176,257,77
G53177,286,29
H53178,228,68
I53179,65,13
J53180,24,7
K53181,95,19
L53182,223,45
M53183,64,6
N53184,228,23
O53185,156,31
P53186,224,45
Q53187,245,25
R53188,215,43
S53189,97,29
T53190,258,52
U53191,62,12
V53192,246,74
W53193,140,28
X53194,266,27
Y53195,82,16
Z53196,154,15
A53197,213,64
B53198,242,73
C53199,114,34
D53200,233,47
E53201,220,22
F53202,199,20
G53203,41,4
H53204,217,22
I53205,227,45
J53206,259,52
K53207,51,5
L53208,535,54
M53209,379,114
N53210,312,31
O53211,168,50
P53212,178,18
Q53213,19,6
R53214,281,56
S53215,229,69
T53216,136,41
U53217,143,43
V53218,208,21
W53219,106,21
X53220,192,58
Y53221,227,23
Z53222,208,21
A53223,185,56
B53224,1546,155
C53225,166,17
D53226,44,9
E53227,27,8
F53228,98,10
G53229,99,10
H53230,208,42
I53231,87,26
J53232,86,17
K53233,227,45
L53234,268,80
M53235,153,15
N53236,216,43
O53237,52,5
P53238,110,11
Q53239,222,44
R53240,143,29
S53241,169,17
T53242,165,33
U53243,24,5
V53244,246,74
W53245,105,11
X53246,40,4
Y53247,325,33
Z53248,52,10
A53249,108,22
B53250,44,9
C53251,143,29
D53252,119,36
E53253,163,16
F53254,228,68
G53255,241,48
H53256,57,6
I53257,41,8
J53258,104,10
K53259,176,18
L53260,133,13
M53261,26,3
N53262,223,22
O53263,367,110
P53264,185,37
Q53265,59,6
R53266,270,27
S53267,28,3
T53268,86,17
U53269,23,2
V53270,81,24
W53271,21,4
X53272,108,11
Y53273,40,12
Z53274,247,49
A53275,46,5
B53276,134,13
C53277,132,13
D53278,176,53
E53279,29,6
F53280,58,6
G53281,92,28
H53282,220,44
I53283,110,33
J53284,103,21
K53285,25,8
L53286,44,9
M53287,204,41
N53288,150,30
O53289,49,15
P53290,188,56
Q53291,191,19
R53292,29,9
S53293,73,7
T53294,319,32
U53295,82,8
V53296,23,5
W53297,222,67
X53298,149,45
Y53299,187,19
Z53300,99,30
A53301,250,25
B53302,229,23
C53303,81,8
D53304,60,6
E53305,201,60
F53306,125,25
G53307,272,27
H53308,287,57
I53309,54,5
J53310,159,32
K53311,220,22
L53312,195,59
M53313,54,5
N53314,175,35
O53315,128,13
P53316,67,20
Q53317,78,8
R53318,80,24
S53319,96,29
T53320,225,23
U53321,254,76
V53322,178,53
W53323,41,12
X53324,164,16
Y53325,101,30
Z53326,218,44
A53327,188,38
B53328,203,41
C53329,269,54
D53330,41,8
E53331,171,51
F53332,106,32
G53333,50,15
H53334,141,42
I53335,228,46
J53336,234,23
K53337,187,19
L53338,60,12
M53339,28,8
N53340,172,17
O53341,233,70
P53342,225,68
Q53343,243,73
R53344,109,11
S53345,229,23
T53346,93,28
U53347,253,51
V53348,69,14
W53349,202,61
X53350,223,67
Y53351,116,35
Z53352,253,76
A53353,165,17
B53354,105,11
C53355,230,69
D53356,89,18
E53357,115,12
F53358,100,30
G53359,251,25
H53360,139,28
I53361,86,26
J53362,79,8
K53363,251,75
L53364,209,63
M53365,136,14
N53366,39,4
O53367,121,12
P53368,153,31
Q53369,200,40
R53370,282,56
S53371,235,24
T53372,158,47
U53373,134,13
V53374,197,20
W53375,116,35
X53376,223,67
Y53377,107,11
Z53378,211,21
A53379,99,20
B53380,344,34
C53381,94,28
D53382,224,45
E53383,25,3
F53384,110,11
G53385,28,8
H53386,119,36
I53387,155,16
J53388,25,5
K53389,236,24
L53390,81,16
M53391,24,5
N53392,150,45
O53393,132,13
P53394,144,43
Q53395,283,85
R53396,94,28
S53397,147,15
T53398,162,16
U53399,102,20
V53400,112,34
W53401,255,26
X53402,185,37
Y53403,337,34
Z53404,40,12
A53405,249,50
B53406,26,8
C53407,213,43
D53408,264,26
E53409,142,43
F53410,70,14
G53411,230,46
H53412,244,49
I53413,210,63
J53414,140,28
K53415,81,8
L53416,154,31
M53417,128,13
N53418,26,3
O53419,286,29
P53420,217,65
Q53421,146,29
R53422,283,28
S53423,76,23
T53424,278,56
U53425,155,47
V53426,117,23
W53427,184,18
X53428,76,23
Y53429,84,17
Z53430,213,21
A53431,172,52
B53432,112,11
C53433,61,6
D53434,180,18
E53435,73,22
F53436,52,5
G53437,239,24
H53438,102,20
I53439,67,7
J53440,133,27
K53441,294,59
L53442,249,50
M53443,78,16
N53444,268,80
O53445,219,66
P53446,76,23
Q53447,279,84
R53448,49,15
S53449,55,11
T53450,205,62
U53451,239,48
V53452,140,28
W53453,192,19
X53454,280,56
Y53455,209,21
Z53456,228,68
A53457,172,17
B53458,215,65
C53459,71,21
D53460,242,73
E53461,260,26
F53462,69,21
G53463,239,72
H53464,21,2
I53465,285,57
J53466,81,16
K53467,135,41
L53468,108,32
M53469,58,12
N53470,132,13
O53471,118,12
P53472,110,11
Q53473,222,44
R53474,223,67
S53475,112,11
T53476,238,48
U53477,87,9
V53478,99,20
W53479,229,69
X53480,116,12
Y53481,48,10
Z53482,61,6
A53483,95,10
B53484,99,10
C53485,145,44
D53486,41,4
E53487,310,31
F53488,114,34
G53489,168,50
H53490,206,41
I53491,94,19
J53492,19,2
K53493,247,25
L53494,205,62
M53495,210,42
N53496,38,11
O53497,29,3
P53498,112,34
Q53499,208,42
R53500,24,7
S53501,215,43
T53502,163,49
U53503,42,13
V53504,173,17
W53505,109,22
X53506,82,25
Y53507,99,10
Z53508,135,14
A53509,169,17
B53510,285,57
C53511,257,26
D53512,103,31
E53513,180,36
F53514,164,33
G53515,201,60
H53516,209,42
I53517,116,35
J53518,203,20
K53519,93,19
L53520,314,63
M53521,176,35
N53522,174,17
O53523,82,8
P53524,259,26
Q53525,211,63
R53526,105,21
S53527,220,66
T53528,29,6
U53529,139,28
V53530,288,29
W53531,189,19
X53532,230,23
Y53533,102,10
Z53534,320,96
A53535,288,58
B53536,123,25
C53537,191,19
D53538,329,33
E53539,160,32
F53540,356,107
G53541,202,40
H53542,62,6
I53543,259,26
J53544,151,45
K53545,52,10
L53546,117,12
M53547,178,36
N53548,245,74
O53549,106,32
P53550,82,25
Q53551,2547,255
R53552,126,38
S53553,170,17
T53554,149,15
U53555,289,87
V53556,199,60
W53557,290,29
X53558,86,17
Y53559,50,5
Z53560,114,11
A53561,165,50
B53562,144,14
C53563,162,49
D53564,83,25
E53565,164,16
F53566,321,32
G53567,134,27
H53568,162,16
I53569,198,40
J53570,234,47
K53571,135,41
L53572,138,28
M53573,45,9
N53574,304,30
O53575,113,23
P53576,43,9
Q53577,29,6
R53578,223,67
S53579,223,22
T53580,38,11
U53581,103,21
V53582,229,69
W53583,183,55
X53584,146,29
Y53585,199,60
Z53586,57,17
A53587,63,19
B53588,110,11
C53589,248,25
D53590,233,70
E53591,120,24
F53592,228,46
G53593,248,50
H53594,255,77
I53595,193,58
J53596,134,27
K53597,282,28
L53598,152,46
M53599,241,72
N53600,38,8
O53601,189,19
P53602,27,3
Q53603,234,23
R53604,243,73
S53605,38,4
T53606,25,3
U53607,203,61
V53608,57,11
W53609,163,16
X53610,266,27
Y53611,191,57
Z53612,214,43
A53613,245,74
B53614,154,46
C53615,199,40
D53616,76,23
E53617,201,40
F53618,156,31
G53619,222,44
H53620,174,52
I53621,147,44
J53622,142,43
K53623,142,43
L53624,220,44
M53625,243,49
N53626,135,41
O53627,47,14
P53628,198,20
Q53629,89,18
R53630,173,52
S53631,85,17
T53632,171,17
U53633,25,8
V53634,261,52
W53635,23,7
X53636,234,23
Y53637,312,94
Z53638,52,16
A53639,228,46
B53640,235,24
C53641,192,38
D53642,51,15
E53643,43,4
F53644,204,20
G53645,81,24
H53646,121,24
I53647,28,8
J53648,112,11
K53649,185,19
L53650,119,36
M53651,80,8
N53652,116,35
O53653,227,45
P53654,253,51
Q53655,168,17
R53656,208,62
S53657,109,11
T53658,251,75
U53659,52,5
V53660,29,6
W53661,138,28
X53662,250,25
Y53663,102,10
Z53664,152,46
A53665,133,27
B53666,255,51
C53667,104,21
D53668,28,3
E53669,231,69
F53670,39,12
G53671,215,65
H53672,256,51
I53673,165,33
J53674,220,66
K53675,41,8
L53676,26,3
M53677,182,18
N53678,254,51
O53679,117,12
P53680,282,85
Q53681,106,11
R53682,131,39
S53683,80,16
T53684,164,16
U53685,116,35
V53686,249,75
W53687,258,52
X53688,257,77
Y53689,80,16
Z53690,227,45
A53691,173,17
B53692,308,92
C53693,68,7
D53694,187,56
E53695,131,39
F53696,26,5
G53697,169,51
H53698,104,21
I53699,52,5
J53700,143,14
K53701,47,5
L53702,109,33
M53703,170,34
N53704,26,5
O53705,225,45
P53706,119,24
Q53707,274,55
R53708,85,17
S53709,213,64
T53710,19,6
U53711,316,32
V53712,184,37
W53713,187,19
X53714,71,14
Y53715,188,56
Z53716,183,18
A53717,157,31
B53718,92,9
C53719,120,24
D53720,284,57
E53721,21,2
F53722,262,79
G53723,137,27
H53724,182,36
I53725,139,28
J53726,132,40
K53727,148,15
L53728,218,22
M53729,305,61
N53730,99,10
O53731,208,62
P53732,164,33
Q53733,137,14
R53734,206,62
S53735,81,24
T53736,168,50
U53737,102,31
V53738,221,66
W53739,224,45
X53740,43,9
Y53741,173,17
Z53742,152,46
A53743,50,10
B53744,322,64
C53745,130,26
D53746,112,34
E53747,277,28
F53748,102,10
G53749,19,2
H53750,217,43
I53751,233,47
J53752,166,50
K53753,256,26
L53754,26,3
M53755,75,8
N53756,29,6
O53757,200,40
P53758,303,61
Q53759,154,15
R53760,19,4
S53761,193,39
T53762,173,35
U53763,174,35
V53764,120,24
W53765,127,25
X53766,330,33
Y53767,195,59
Z53768,185,37
A53769,295,59
B53770,77,15
C53771,160,16
D53772,168,50
E53773,134,13
F53774,279,28
G53775,273,55
H53776,230,23
I53777,273,55
J53778,168,50
K53779,283,57
L53780,216,22
M53781,210,63
N53782,28,3
O53783,244,49
P53784,159,32
Q53785,76,8
R53786,28,3
S53787,93,19
T53788,205,62
U53789,243,24
V53790,250,75
W53791,231,46
X53792,54,11
Y53793,57,17
Z53794,314,63
A53795,24,2
B53796,231,69
C53797,44,9
D53798,219,66
E53799,84,8
F53800,87,17
G53801,172,17
H53802,144,43
I53803,162,16
J53804,172,17
K53805,307,31
L53806,217,43
M53807,152,15
N53808,266,53
O53809,123,25
P53810,70,7
Q53811,266,53
R53812,62,12
S53813,203,61
T53814,223,45
U53815,52,16
V53816,96,19
W53817,98,20
X53818,132,26
Y53819,215,65
Z53820,119,12
A53821,214,21
B53822,193,19
C53823,85,26
D53824,158,32
E53825,174,17
F53826,153,46
G53827,187,56
H53828,215,43
I53829,250,50
J53830,39,4
K53831,185,19
L53832,108,11
M53833,25,3
N53834,48,14
O53835,182,36
P53836,266,27
Q53837,24,7
R53838,185,37
S53839,155,16
T53840,230,23
U53841,197,59
V53842,310,93
W53843,365,110
X53844,159,16
Y53845,144,14
Z53846,137,14
A53847,243,73
B53848,103,21
C53849,232,46
D53850,203,20
E53851,1794,538
F53852,200,40
G53853,48,10
H53854,288,86
I53855,97,19
J53856,100,20
K53857,79,8
L53858,115,35
M53859,23,2
N53860,258,52
O53861,280,56
P53862,132,26
Q53863,19,6
R53864,104,21
S53865,124,12
T53866,190,19
U53867,183,18
V53868,55,6
W53869,20,6
X53870,191,19
Y53871,104,10
Z53872,120,24
A53873,257,77
B53874,199,60
C53875,162,49
D53876,199,40
E53877,309,31
F53878,216,65
G53879,224,45
H53880,155,16
I53881,258,26
J53882,98,29
K53883,77,15
L53884,269,27
M53885,160,48
N53886,47,5
O53887,86,9
P53888,301,60
Q53889,98,20
R53890,252,50
S53891,106,11
T53892,40,12
U53893,82,25
V53894,24,5
W53895,27,3
X53896,215,65
Y53897,194,19
Z53898,184,37
A53899,41,8
B53900,201,40
C53901,57,11
D53902,270,81
E53903,156,47
F53904,137,14
G53905,154,15
H53906,136,41
I53907,40,8
J53908,41,8
K53909,265,27
L53910,110,33
M53911,227,23
N53912,46,5
O53913,43,13
P53914,336,34
Q53915,83,8
R53916,245,74
S53917,109,33
T53918,81,16
U53919,194,39
V53920,122,12
W53921,62,19
X53922,251,75
Y53923,192,19
Z53924,186,19
A53925,216,43
B53926,115,35
C53927,284,85
D53928,288,29
E53929,100,20
F53930,276,28
G53931,229,46
H53932,89,9
I53933,177,35
J53934,212,42
K53935,139,14
L53936,22,2
M53937,182,36
N53938,286,86
O53939,111,22
P53940,174,35
Q53941,248,25
R53942,48,10
S53943,26,5
T53944,217,43
U53945,112,34
V53946,125,38
W53947,61,18
X53948,311,93
Y53949,218,44
Z53950,24,5
A53951,174,35
B53952,77,15
C53953,173,17
D53954,223,67
E53955,241,72
F53956,164,49
G53957,29,9
H53958,96,19
I53959,75,15
J53960,189,57
K53961,81,8
L53962,293,88
M53963,152,30
N53964,252,50
O53965,226,68
P53966,164,33
Q53967,175,18
R53968,134,40
S53969,45,9
T53970,99,30
U53971,68,7
V53972,219,22
W53973,317,63
X53974,59,12
Y53975,25,5
Z53976,116,35
A53977,205,62
B53978,315,95
C53979,51,5
D53980,195,20
E53981,165,33
F53982,58,6
G53983,134,27
H53984,215,22
I53985,85,26
J53986,298,60
K53987,120,24
L53988,288,58
M53989,82,8
N53990,52,16
O53991,143,29
P53992,208,62
Q53993,252,76
R53994,229,23
S53995,150,30
T53996,161,32
U53997,79,24
V53998,314,94
W53999,232,23
X54000,220,44
Y54001,200,20
Z54002,70,7
A54003,218,22
B54004,77,15
C54005,133,13
D54006,199,60
E54007,181,54
F54008,141,42
G54009,170,51
H54010,208,21
I54011,250,75
J54012,166,50
K54013,193,39
L54014,217,65
M54015,169,51
N54016,22,2
O54017,123,37
P54018,22,4
Q54019,194,39
R54020,269,54
S54021,97,10
T54022,64,13
U54023,19,2
V54024,245,74
W54025,78,16
X54026,141,28
Y54027,255,77
Z54028,302,30
A54029,125,13
B54030,193,58
C54031,83,17
D54032,117,23
E54033,146,29
F54034,260,26
G54035,161,16
H54036,268,54
I54037,46,9
J54038,276,83
K54039,28,6
L54040,144,43
M54041,56,17
N54042,24,2
O54043,166,17
P54044,73,7
Q54045,103,21
R54046,26,5
S54047,158,16
T54048,219,44
U54049,258,77
V54050,27,8
W54051,268,27
X54052,296,89
Y54053,21,2
Z54054,77,8
A54055,29,3
B54056,212,64
C54057,41,12
D54058,29,6
E54059,50,5
F54060,137,41
G54061,154,15
H54062,26,5
I54063,118,12
J54064,138,28
K54065,45,5
L54066,125,38
M54067,150,30
N54068,81,24
O54069,19,4
P54070,127,38
Q54071,149,30
R54072,228,46
S54073,83,17
T54074,128,26
U54075,220,66
V54076,144,14
W54077,42,4
X54078,174,17
Y54079,203,20
Z54080,81,8
A54081,153,46
B54082,146,15
C54083,192,58
D54084,143,29
E54085,104,21
F54086,107,32
G54087,170,34
H54088,165,50
I54089,191,38
J54090,49,5
K54091,138,14
L54092,198,20
M54093,161,16
N54094,118,12
O54095,1581,158
P54096,269,27
Q54097,192,19
R54098,154,15
S54099,23,7
T54100,69,7
U54101,62,12
V54102,156,47
W54103,143,29
X54104,104,21
Y54105,29,9
Z54106,204,61
A54107,219,66
B54108,263,79
C54109,191,38
D54110,226,45
E54111,43,13
F54112,273,82
G54113,250,75
H54114,175,53
I54115,285,57
J54116,80,8
K54117,94,9
L54118,215,22
M54119,84,17
N54120,243,73
O54121,29,9
P54122,77,8
Q54123,28,3
R54124,160,16
S54125,147,29
T54126,84,25
U54127,173,35
V54128,20,4
W54129,168,34
X54130,85,26
Y54131,179,36
Z54132,222,22
A54133,143,29
B54134,145,15
C54135,97,29
D54136,106,32
E54137,167,17
F54138,258,52
G54139,106,11
H54140,25,5
I54141,292,29
J54142,114,34
K54143,251,50
L54144,67,20
M54145,160,32
N54146,116,23
O54147,128,26
P54148,184,55
Q54149,78,23
R54150,71,21
S54151,178,53
T54152,102,10
U54153,77,15
V54154,111,11
W54155,189,57
X54156,236,47
Y54157,139,14
Z54158,221,44
A54159,135,14
B54160,76,8
C54161,231,23
D54162,28,3
E54163,52,16
F54164,235,24
G54165,163,16
H54166,190,38
I54167,70,14
J54168,233,70
K54169,89,27
L54170,65,7
M54171,61,12
N54172,145,15
O54173,193,39
P54174,114,34
Q54175,226,45
R54176,317,32
S54177,44,13
T54178,205,62
U54179,248,25
V54180,179,54
W54181,119,24
X54182,181,36
Y54183,43,9
Z54184,182,55
A54185,110,22
B54186,213,43
C54187,94,19
D54188,248,74
E54189,227,45
F54190,44,4
G54191,254,25
H54192,254,25
I54193,232,70
J54194,148,30
K54195,38,11
L54196,78,16
M54197,136,41
N54198,346,69
O54199,20,6
P54200,102,10
Q54201,108,22
R54202,107,21
S54203,98,29
T54204,258,26
U54205,195,20
V54206,138,41
W54207,154,15
X54208,214,43
Y54209,98,29
Z54210,191,38
A54211,79,8
B54212,139,28
C54213,154,15
D54214,199,60
E54215,184,37
F54216,86,26
G54217,21,4
H54218,154,31
I54219,173,17
J54220,76,15
K54221,116,12
L54222,27,8
M54223,126,38
N54224,44,13
O54225,165,33
P54226,205,21
Q54227,253,76
R54228,47,14
S54229,69,7
T54230,56,11
U54231,138,28
V54232,85,17
W54233,254,25
X54234,254,25
Y54235,155,47
Z54236,42,13
A54237,257,26
B54238,182,18
C54239,29,9
D54240,61,12
E54241,43,9
F54242,210,42
G54243,57,6
H54244,282,85
I54245,83,8
J54246,276,83
K54247,234,23
L54248,27,8
M54249,75,15
N54250,23,5
O54251,281,28
P54252,163,33
Q54253,172,34
R54254,24,5
S54255,112,11
T54256,195,59
U54257,236,47
V54258,22,2
W54259,177,18
X54260,188,38
Y54261,203,61
Z54262,170,51
A54263,201,60
B54264,43,9
C54265,142,14
D54266,61,18
E54267,29,9
F54268,214,21
G54269,116,23
H54270,95,19
I54271,155,47
J54272,96,29
K54273,167,17
L54274,281,56
M54275,47,14
N54276,161,48
O54277,124,25
P54278,121,36
Q54279,47,5
R54280,191,19
S54281,132,26
T54282,113,11
U54283,158,47
V54284,96,10
W54285,318,32
X54286,173,35
Y54287,274,55
Z54288,190,38
A54289,70,7
B54290,87,17
C54291,42,8
D54292,72,14
E54293,20,2
F54294,261,26
G54295,132,40
H54296,211,42
I54297,50,10
J54298,129,13
K54299,285,86
L54300,211,21
M54301,200,40
N54302,133,13
O54303,66,13
P54304,29,6
Q54305,229,69
R54306,224,67
S54307,220,66
T54308,109,11
U54309,118,24
V54310,161,16
W54311,201,20
X54312,188,56
Y54313,95,10
Z54314,179,36
A54315,102,10
B54316,250,50
C54317,419,42
D54318,190,19
E54319,260,52
F54320,225,45
G54321,56,6
H54322,262,79
I54323,221,66
J54324,176,18
K54325,115,12
L54326,58,17
M54327,213,64
N54328,77,8
O54329,167,33
P54330,85,26
Q54331,198,59
R54332,168,34
S54333,266,27
T54334,213,21
U54335,67,13
V54336,206,41
W54337,28,6
X54338,204,20
Y54339,183,18
Z54340,199,60
A54341,277,28
B54342,239,48
C54343,152,30
D54344,55,11
E54345,115,23
F54346,79,16
G54347,101,10
H54348,231,46
I54349,170,51
J54350,250,75
K54351,39,12
L54352,227,45
M54353,178,18
N54354,106,21
O54355,49,10
P54356,243,73
Q54357,307,92
R54358,143,43
S54359,104,10
T54360,41,12
U54361,38,11
V54362,173,35
W54363,287,29
X54364,297,89
Y54365,161,48
Z54366,139,28
A54367,261,78
B54368,163,33
C54369,160,32
D54370,111,11
E54371,272,82
F54372,237,24
G54373,261,26
H54374,299,90
I54375,157,47
J54376,411,41
K54377,179,54
L54378,245,49
M54379,162,32
N54380,58,6
O54381,179,18
P54382,304,61
Q54383,249,50
R54384,126,25
S54385,311,93
T54386,65,13
U54387,24,2
V54388,70,7
W54389,200,60
X54390,116,23
Y54391,220,22
Z54392,284,85
A54393,192,38
B54394,206,41
C54395,213,21
D54396,154,31
E54397,192,19
F54398,172,17
G54399,177,35
H54400,137,27
I54401,58,6
J54402,254,25
K54403,251,50
L54404,220,44
M54405,82,25
N54406,222,67
O54407,86,17
P54408,121,36
Q54409,127,25
R54410,38,8
S54411,59,12
T54412,198,59
U54413,42,4
V54414,78,8
W54415,166,33
X54416,95,29
Y54417,95,10
Z54418,196,59
A54419,310,62
B54420,246,49
C54421,173,35
D54422,163,49
E54423,46,9
F54424,294,59
G54425,241,24
H54426,100,10
I54427,143,14
J54428,27,5
K54429,131,26
L54430,230,69
M54431,170,51
N54432,144,14
O54433,228,23
P54434,73,22
Q54435,108,32
R54436,28,6
S54437,128,26
T54438,221,22
U54439,116,35
V54440,76,23
W54441,21,4
X54442,96,29
Y54443,318,32
Z54444,78,23
A54445,295,59
B54446,274,27
C54447,279,84
D54448,145,44
E54449,67,7
F54450,57,17
G54451,302,30
H54452,47,9
I54453,80,24
J54454,216,43
K54455,38,4
L54456,174,17
M54457,279,84
N54458,66,20
O54459,215,22
P54460,49,5
Q54461,153,15
R54462,258,77
S54463,219,66
T54464,259,78
U54465,214,21
V54466,26,3
W54467,152,46
X54468,142,43
Y54469,48,5
Z54470,176,53
A54471,28,8
B54472,82,8
C54473,277,55
D54474,121,36
E54475,291,29
F54476,218,65
G54477,129,13
H54478,135,14
I54479,29,3
J54480,175,18
K54481,156,16
L54482,156,31
M54483,245,25
N54484,22,7
O54485,45,14
P54486,333,100
Q54487,133,40
R54488,172,34
S54489,49,10
T54490,2964,889
U54491,143,14
V54492,122,37
W54493,57,11
X54494,136,27
Y54495,58,12
Z54496,220,22
A54497,280,56
B54498,83,17
C54499,82,16
D54500,251,75
E54501,70,21
F54502,276,28
G54503,129,13
H54504,141,14
I54505,256,51
J54506,96,29
K54507,125,13
L54508,99,10
M54509,138,28
N54510,138,28
O54511,185,37
P54512,49,15
Q54513,267,53
R54514,69,14
S54515,198,40
T54516,101,20
U54517,74,22
V54518,257,77
W54519,142,43
X54520,228,46
Y54521,274,27
Z54522,229,69
A54523,105,32
B54524,55,17
C54525,145,44
D54526,131,26
E54527,291,58
F54528,24,5
G54529,24,7
H54530,174,17
I54531,85,17
J54532,257,26
K54533,54,5
L54534,261,26
M54535,104,10
N54536,53,5
O54537,237,24
P54538,29,9
Q54539,29,6
R54540,139,42
S54541,227,68
T54542,179,18
U54543,102,20
V54544,232,23
W54545,108,22
X54546,75,15
Y54547,24,7
Z54548,277,28
A54549,115,35
B54550,167,17
C54551,175,18
D54552,25,5
E54553,220,44
F54554,110,33
G54555,61,18
H54556,69,7
I54557,44,9
J54558,166,50
K54559,53,5
L54560,212,21
M54561,131,13
N54562,142,43
O54563,77,23
P54564,217,22
Q54565,95,29
R54566,148,44
S54567,255,51
T54568,93,19
U54569,134,40
V54570,25,8
W54571,273,27
X54572,160,48
Y54573,214,43
Z54574,113,34
A54575,209,42
B54576,187,37
C54577,20,2
D54578,190,19
E54579,273,27
F54580,196,59
G54581,115,23
H54582,170,17
I54583,176,18
J54584,169,17
K54585,57,17
L54586,257,26
M54587,129,39
N54588,288,58
O54589,19,2
P54590,29,3
Q54591,135,41
R54592,86,26
S54593,197,20
T54594,193,39
U54595,67,20
V54596,255,26
W54597,27,3
X54598,177,53
Y54599,361,36
Z54600,193,19
A54601,130,13
B54602,106,11
C54603,209,21
D54604,67,20
E54605,49,10
F54606,269,54
G54607,19,4
H54608,28,3
I54609,148,44
J54610,324,32
K54611,230,69
L54612,253,76
M54613,255,77
N54614,116,23
O54615,333,33
P54616,175,53
Q54617,72,22
R54618,172,52
S54619,158,16
T54620,223,67
U54621,173,17
V54622,218,44
W54623,53,5
X54624,21,4
Y54625,162,32
Z54626,163,33
A54627,107,11
B54628,249,75
C54629,226,45
D54630,42,8
E54631,140,28
F54632,20,6
G54633,78,8
H54634,52,16
I54635,60,12
J54636,182,18
K54637,143,29
L54638,40,8
M54639,105,32
N54640,23,2
O54641,145,15
P54642,264,79
Q54643,57,11
R54644,288,86
S54645,168,17
T54646,265,27
U54647,271,54
V54648,75,23
W54649,311,62
X54650,405,81
Y54651,128,38
Z54652,266,53
A54653,147,15
B54654,253,76
C54655,309,31
D54656,171,17
E54657,252,50
F54658,338,34
G54659,108,32
H54660,273,27
I54661,310,31
J54662,104,31
K54663,1116,223
L54664,134,27
M54665,275,28
N54666,112,22
O54667,137,41
P54668,68,7
Q54669,19,2
R54670,107,11
S54671,137,14
T54672,43,4
U54673,85,9
V54674,123,12
W54675,137,14
X54676,254,76
Y54677,41,8
Z54678,85,17
A54679,114,11
B54680,43,13
C54681,405,81
D54682,58,12
E54683,126,38
F54684,160,48
G54685,46,14
H54686,189,57
I54687,134,27
J54688,230,23
K54689,134,13
L54690,269,54
M54691,258,26
N54692,44,13
O54693,57,11
P54694,247,74
Q54695,201,60
R54696,57,6
S54697,56,6
T54698,127,13
U54699,160,48
V54700,224,45
W54701,77,23
X54702,145,15
Y54703,64,6
Z54704,29,3
A54705,42,13
B54706,258,77
C54707,26,5
D54708,21,2
E54709,43,13
F54710,175,35
G54711,60,6
H54712,51,5
I54713,134,13
J54714,25,5
K54715,128,26
L54716,47,9
M54717,193,19
N54718,264,53
O54719,203,61
P54720,89,18
Q54721,155,31
R54722,97,29
S54723,96,29
T54724,189,57
U54725,253,51
V54726,115,12
W54727,137,14
X54728,147,15
Y54729,215,22
Z54730,162,32
A54731,187,37
B54732,59,18
C54733,156,31
D54734,245,74
E54735,68,14
F54736,119,12
G54737,22,2
H54738,110,33
I54739,101,30
J54740,157,31
K54741,64,13
L54742,211,21
M54743,230,23
N54744,167,33
O54745,189,57
P54746,50,15
Q54747,67,7
R54748,27,3
S54749,187,37
T54750,201,20
U54751,239,72
V54752,163,49
W54753,232,23
X54754,178,18
Y54755,24,7
Z54756,186,56
A54757,45,9
B54758,123,37
C54759,226,68
D54760,221,66
E54761,235,24
F54762,66,13
G54763,112,11
H54764,102,20
I54765,271,81
J54766,191,38
K54767,66,20
L54768,40,8
M54769,116,12
N54770,202,61
O54771,61,18
P54772,69,14
Q54773,29,3
R54774,258,77
S54775,145,15
T54776,157,16
U54777,45,9
V54778,218,22
W54779,183,18
X54780,181,36
Y54781,149,45
Z54782,244,73
A54783,224,45
B54784,119,36
C54785,181,36
D54786,202,40
E54787,233,70
F54788,143,43
G54789,44,13
H54790,123,37
I54791,232,46
J54792,122,12
K54793,158,32
L54794,264,53
M54795,111,33
N54796,21,6
O54797,58,12
P54798,145,44
Q54799,293,59
R54800,120,36
S54801,133,27
T54802,59,6
U54803,213,64
V54804,296,89
W54805,43,13
X54806,162,32
Y54807,173,17
Z54808,206,41
A54809,61,12
B54810,20,4
C54811,52,10
D54812,62,19
E54813,250,25
F54814,172,34
G54815,22,2
H54816,129,13
I54817,216,43
J54818,43,4
K54819,113,34
L54820,155,47
M54821,140,42
N54822,22,7
O54823,60,6
P54824,142,28
Q54825,202,61
R54826,64,19
S54827,197,39
T54828,24,7
U54829,231,46
V54830,43,4
W54831,214,21
X54832,148,44
Y54833,83,8
Z54834,162,32
A54835,22,7
B54836,122,12
C54837,219,44
D54838,74,7
E54839,265,53
F54840,78,23
G54841,141,42
H54842,170,34
I54843,144,29
J54844,19,2
K54845,106,32
L54846,116,23
M54847,178,18
N54848,182,18
O54849,111,11
P54850,269,54
Q54851,272,27
R54852,196,59
S54853,203,41
T54854,213,43
U54855,178,53
V54856,115,23
W54857,58,12
X54858,189,57
Y54859,70,14
Z54860,159,32
A54861,253,51
B54862,116,12
C54863,110,33
D54864,219,66
E54865,218,22
F54866,258,26
G54867,26,8
H54868,1038,104
I54869,116,12
J54870,174,52
